agent_id,amount,timestamp
833,2.51,2023-01-04 07:07:39
10276,516.95,2023-01-04 02:50:36
675,672.04,2023-01-04 05:17:26
10347,556.73,2023-01-04 01:42:36
75,729.27,2023-01-04 03:43:02
943,753.24,2023-01-04 04:02:06
10043,395.86,2023-01-04 02:12:51
343,285.47,2023-01-04 05:54:08
294,2484.82,2023-01-04 08:48:28
789,333.1,2023-01-04 00:25:29
10357,728.08,2023-01-04 07:55:57
10084,678.56,2023-01-04 04:31:11
596,1255.82,2023-01-04 04:57:19
939,280.82,2023-01-04 02:40:07
10029,1604.9,2023-01-04 03:27:29
659,616.83,2023-01-04 04:28:08
10024,932.61,2023-01-04 02:56:21
10195,580.76,2023-01-04 09:28:58
844,432.55,2023-01-04 03:03:03
185,340.67,2023-01-04 03:18:22
889,760.32,2023-01-04 05:49:10
48,277.85,2023-01-04 03:49:24
731,292.67,2023-01-04 05:52:21
737,841.89,2023-01-04 02:02:02
767,1235.96,2023-01-04 05:05:10
486,32.73,2023-01-05 03:11:44
10397,276.36,2023-01-05 03:34:29
158,1276.16,2023-01-05 02:44:27
42,313.39,2023-01-05 06:58:21
279,432.17,2023-01-05 07:53:12
10097,706.63,2023-01-05 05:52:59
492,562.21,2023-01-05 06:31:30
231,446.69,2023-01-05 06:51:37
265,643.82,2023-01-05 08:35:26
253,958.06,2023-01-05 03:18:07
860,796.94,2023-01-05 08:10:45
10220,952.36,2023-01-05 02:02:26
10240,228.9,2023-01-05 05:48:34
560,120.8,2023-01-05 02:27:35
287,874.94,2023-01-05 02:54:56
81,604.4,2023-01-05 02:38:15
455,527.34,2023-01-05 04:43:55
10286,699.57,2023-01-05 03:54:32
436,1324.43,2023-01-05 03:29:13
10226,1048.3,2023-01-05 03:34:42
110,453.23,2023-01-05 08:29:10
96,350.73,2023-01-05 02:23:11
981,352.45,2023-01-05 03:42:27
10121,835.48,2023-01-05 04:11:39
10130,337.94,2023-01-05 00:38:01
951,443.81,2023-01-05 01:51:24
868,833.68,2023-01-05 02:17:07
767,295.87,2023-01-05 02:10:37
10347,120.93,2023-01-05 03:33:45
744,1598.08,2023-01-05 00:56:33
10146,294.53,2023-01-05 05:40:05
35,497.83,2023-01-05 07:44:44
10385,296.61,2023-01-05 03:35:31
10435,774.54,2023-01-05 03:09:03
687,482.8,2023-01-05 02:32:53
849,935.31,2023-01-05 07:30:25
44,105.68,2023-01-05 02:54:17
10107,1123.23,2023-01-05 02:54:50
830,758.67,2023-01-05 04:11:26
10108,805.49,2023-01-05 05:01:22
10094,655.95,2023-01-05 04:25:46
10357,123.48,2023-01-05 02:57:02
418,703.44,2023-01-05 07:53:17
866,742.2,2023-01-05 02:57:40
10270,486.11,2023-01-05 05:06:22
10160,1151.51,2023-01-05 05:07:42
833,277.46,2023-01-05 06:03:10
910,784.76,2023-01-05 01:28:06
873,266.02,2023-01-05 05:22:39
416,511.96,2023-01-05 01:10:50
10003,1887.32,2023-01-05 05:18:29
256,1395.6,2023-01-05 07:17:40
431,309.03,2023-01-05 04:33:02
448,941.23,2023-01-05 06:39:32
149,397.31,2023-01-05 05:52:25
444,226.94,2023-01-05 02:44:11
605,111.65,2023-01-05 08:34:01
10222,305.51,2023-01-05 04:36:50
29,679.06,2023-01-05 06:53:25
10083,739.8,2023-01-05 03:42:36
988,307.53,2023-01-05 05:31:25
876,981.27,2023-01-05 06:10:13
551,394.73,2023-01-05 05:46:33
25,432.03,2023-01-05 03:21:48
10137,1086.47,2023-01-05 03:57:26
787,608.23,2023-01-05 06:17:14
459,1621.56,2023-01-05 02:39:45
389,2453.17,2023-01-06 05:11:31
10144,1999.62,2023-01-06 01:43:46
108,843.79,2023-01-06 02:49:06
10221,1653.68,2023-01-06 05:57:38
10484,271.66,2023-01-06 03:47:41
66,793.91,2023-01-06 06:45:24
10222,128.91,2023-01-06 01:31:58
457,1881.67,2023-01-06 02:05:06
187,1869.09,2023-01-06 03:49:12
10413,283.21,2023-01-06 03:22:10
10120,583.28,2023-01-06 03:10:42
147,892.28,2023-01-06 02:55:49
10195,25.68,2023-01-06 04:56:00
897,1886.67,2023-01-06 06:00:29
10503,373.9,2023-01-06 02:50:50
354,745.03,2023-01-06 04:09:36
466,326.59,2023-01-06 06:53:35
583,331.63,2023-01-06 04:42:37
72,156.07,2023-01-06 03:35:53
362,389.1,2023-01-06 04:33:22
10163,1292.5,2023-01-06 05:41:35
10383,541.74,2023-01-06 02:56:34
345,477.27,2023-01-06 02:38:34
905,1368.99,2023-01-06 05:11:00
875,269.42,2023-01-06 04:15:36
10069,659.97,2023-01-06 02:14:38
749,466.5,2023-01-06 05:08:44
374,1158.79,2023-01-06 02:09:50
357,692.61,2023-01-06 06:20:31
10055,531.83,2023-01-06 01:03:33
10051,1259.41,2023-01-06 05:06:34
10334,404.32,2023-01-06 03:47:41
10453,251.48,2023-01-06 05:30:07
898,503.68,2023-01-06 05:12:14
10246,22.87,2023-01-06 06:36:13
508,690.14,2023-01-06 05:25:20
314,741.28,2023-01-06 03:37:20
682,242.15,2023-01-06 05:45:25
648,1771.62,2023-01-06 03:46:44
928,760.81,2023-01-06 01:03:55
86,1394.78,2023-01-06 05:20:53
146,930.55,2023-01-06 01:18:40
10420,742.18,2023-01-06 04:19:49
23,906.45,2023-01-06 01:08:04
564,446.45,2023-01-06 06:26:12
10475,612.26,2023-01-06 04:15:57
603,725.97,2023-01-06 03:41:24
10160,129.8,2023-01-06 05:53:19
567,620.84,2023-01-06 02:52:27
697,416.04,2023-01-06 08:37:27
128,326.75,2023-01-06 03:19:18
10455,438.12,2023-01-06 01:18:06
229,2322.25,2023-01-06 03:23:35
368,1310.12,2023-01-06 03:20:58
10392,997.22,2023-01-06 02:07:40
269,1173.96,2023-01-06 08:33:22
10183,574.79,2023-01-06 06:27:58
151,638.0,2023-01-06 03:43:39
10427,782.53,2023-01-06 03:48:29
10138,482.95,2023-01-06 06:08:00
436,297.18,2023-01-06 05:55:08
455,213.63,2023-01-06 02:55:16
867,1113.06,2023-01-06 04:59:56
618,646.95,2023-01-06 03:01:52
738,376.98,2023-01-06 04:21:33
767,117.04,2023-01-06 08:55:07
10420,296.21,2023-01-07 06:11:47
67,1363.0,2023-01-07 05:29:11
208,1147.08,2023-01-07 04:33:17
10017,841.06,2023-01-07 06:57:33
802,978.42,2023-01-07 04:17:40
412,495.93,2023-01-07 04:51:42
279,185.35,2023-01-07 02:32:28
10237,564.48,2023-01-07 01:32:51
450,952.32,2023-01-07 03:37:55
895,460.58,2023-01-07 05:27:38
10392,127.5,2023-01-07 04:50:29
10069,18.36,2023-01-07 07:34:36
971,864.65,2023-01-07 04:17:33
10195,8.9,2023-01-07 00:59:49
301,1815.94,2023-01-07 04:00:27
264,261.24,2023-01-07 06:03:39
10435,198.49,2023-01-07 02:17:11
345,120.35,2023-01-07 04:35:27
767,114.37,2023-01-07 04:45:25
78,429.16,2023-01-07 02:20:26
560,572.07,2023-01-07 03:32:19
10429,845.52,2023-01-07 02:56:04
10095,667.83,2023-01-07 01:53:42
216,824.6,2023-01-07 06:49:45
678,980.26,2023-01-07 01:15:26
368,19.55,2023-01-07 03:54:04
10294,507.49,2023-01-07 05:00:37
653,2192.97,2023-01-07 08:02:44
158,279.79,2023-01-07 03:40:57
875,148.09,2023-01-07 01:32:08
10585,369.1,2023-01-07 02:48:20
10486,889.84,2023-01-07 05:29:37
960,407.62,2023-01-07 03:34:44
174,688.9,2023-01-07 02:23:34
811,972.07,2023-01-07 06:29:27
10321,1910.43,2023-01-07 01:16:27
379,677.47,2023-01-07 04:24:31
73,624.76,2023-01-07 04:20:30
127,957.46,2023-01-07 02:06:56
10424,486.66,2023-01-07 05:37:49
10134,2437.36,2023-01-07 02:10:43
863,913.69,2023-01-07 05:39:50
10330,1121.18,2023-01-07 05:06:16
670,2152.22,2023-01-07 08:19:40
10496,417.69,2023-01-07 02:55:38
271,818.36,2023-01-07 02:09:27
290,968.62,2023-01-07 06:25:13
704,2227.82,2023-01-07 04:39:02
122,856.34,2023-01-07 02:39:09
10295,422.99,2023-01-07 02:18:24
10584,551.71,2023-01-07 04:19:08
785,1630.17,2023-01-07 04:31:55
286,356.2,2023-01-07 04:06:18
996,591.99,2023-01-07 06:32:20
10366,827.85,2023-01-07 04:35:18
10298,652.9,2023-01-07 04:00:29
699,1565.34,2023-01-07 04:37:41
10440,598.26,2023-01-07 05:12:32
350,659.64,2023-01-07 06:54:41
631,303.07,2023-01-07 02:08:42
360,363.31,2023-01-07 02:33:04
750,289.84,2023-01-07 02:28:37
10324,740.16,2023-01-07 04:51:17
76,626.28,2023-01-07 00:06:13
672,585.65,2023-01-07 02:45:54
10430,340.15,2023-01-07 00:26:27
10550,251.03,2023-01-07 04:03:20
845,1490.79,2023-01-07 05:32:34
10590,365.01,2023-01-07 03:06:49
10178,1775.64,2023-01-07 02:30:54
10463,646.62,2023-01-07 00:34:44
10008,561.08,2023-01-07 03:10:03
10444,372.45,2023-01-07 06:34:27
10079,267.72,2023-01-07 04:57:26
234,2464.16,2023-01-07 03:12:47
10191,973.0,2023-01-07 03:47:28
389,461.12,2023-01-07 04:16:44
10012,1045.66,2023-01-07 06:01:06
275,320.0,2023-01-07 05:01:09
979,439.3,2023-01-07 08:57:16
10035,919.34,2023-01-08 02:39:18
361,478.5,2023-01-08 04:30:06
10439,786.84,2023-01-08 02:23:19
649,230.67,2023-01-08 01:46:02
114,786.44,2023-01-08 07:13:04
42,290.74,2023-01-08 04:21:04
81,712.0,2023-01-08 04:15:08
435,1224.36,2023-01-08 02:01:13
617,562.04,2023-01-08 04:45:48
155,1484.46,2023-01-08 03:59:42
10321,176.63,2023-01-08 05:46:48
10659,555.34,2023-01-08 04:57:08
10374,645.75,2023-01-08 04:59:00
10448,1589.71,2023-01-08 04:28:18
929,389.44,2023-01-08 02:57:49
10706,893.31,2023-01-08 03:59:09
866,430.2,2023-01-08 03:18:06
10453,142.52,2023-01-08 04:51:31
650,515.32,2023-01-08 02:46:21
10215,233.92,2023-01-08 05:23:01
10247,1000.36,2023-01-08 02:03:32
10158,1277.76,2023-01-08 07:47:45
10391,634.77,2023-01-08 02:40:23
93,2214.42,2023-01-08 03:54:52
540,155.64,2023-01-08 03:43:07
10168,1745.02,2023-01-08 04:58:43
10095,18.47,2023-01-08 00:45:38
10407,1145.51,2023-01-08 09:35:56
564,444.57,2023-01-08 05:46:05
544,397.55,2023-01-08 05:00:41
11,193.71,2023-01-08 04:03:53
720,427.04,2023-01-08 03:10:27
442,876.79,2023-01-08 04:21:48
436,864.85,2023-01-08 03:26:41
999,1107.72,2023-01-08 05:12:48
10021,278.68,2023-01-08 06:13:55
900,565.01,2023-01-08 05:30:11
10150,155.77,2023-01-08 06:30:15
697,178.82,2023-01-08 07:03:45
680,723.52,2023-01-08 00:43:46
529,557.19,2023-01-08 06:37:31
10577,809.45,2023-01-08 04:49:27
620,2085.28,2023-01-08 03:34:57
972,987.35,2023-01-08 03:00:49
10129,197.62,2023-01-08 02:29:17
335,393.51,2023-01-08 04:11:31
487,921.41,2023-01-08 03:20:33
10249,931.11,2023-01-08 04:40:54
239,303.24,2023-01-08 03:36:40
10344,1025.91,2023-01-08 03:47:03
843,90.09,2023-01-08 01:52:52
10161,2283.68,2023-01-08 05:41:31
615,1308.01,2023-01-08 04:11:45
659,43.24,2023-01-08 02:23:40
305,288.85,2023-01-08 06:12:19
10525,237.56,2023-01-08 03:16:40
545,383.73,2023-01-08 03:27:30
10202,655.05,2023-01-08 05:58:05
10238,2295.49,2023-01-08 04:59:09
10498,316.28,2023-01-08 04:39:59
852,147.82,2023-01-08 06:50:12
10704,171.88,2023-01-08 05:03:04
10622,808.4,2023-01-08 06:18:03
10403,1088.28,2023-01-08 05:52:14
985,383.48,2023-01-08 05:17:12
898,272.43,2023-01-08 02:12:56
995,645.41,2023-01-08 06:35:02
508,27.32,2023-01-08 10:49:32
577,1753.1,2023-01-08 08:16:22
10156,209.11,2023-01-08 00:44:04
643,811.19,2023-01-08 04:54:00
286,194.5,2023-01-08 03:17:36
10451,724.73,2023-01-08 02:14:57
14,302.59,2023-01-08 01:29:23
893,1049.79,2023-01-08 04:25:51
301,139.71,2023-01-08 02:29:33
10625,516.14,2023-01-08 02:42:58
10707,760.42,2023-01-08 03:05:38
10634,672.11,2023-01-09 03:55:17
10674,1045.38,2023-01-09 08:30:20
10180,1062.88,2023-01-09 05:19:10
10587,441.3,2023-01-09 07:53:15
891,1960.21,2023-01-09 07:10:12
666,1702.07,2023-01-09 03:49:58
10435,232.67,2023-01-09 04:27:12
10292,596.96,2023-01-09 04:35:53
128,209.18,2023-01-09 04:11:51
10761,340.08,2023-01-09 04:25:02
72,149.17,2023-01-09 04:34:26
10246,166.75,2023-01-09 04:38:18
10107,456.53,2023-01-09 03:08:42
743,796.24,2023-01-09 01:36:02
984,976.81,2023-01-09 07:40:25
10220,840.07,2023-01-09 04:18:11
10391,105.64,2023-01-09 05:13:13
10548,679.68,2023-01-09 07:31:12
12,3368.28,2023-01-09 06:50:55
331,972.95,2023-01-09 02:23:54
119,654.24,2023-01-09 03:43:48
10518,923.81,2023-01-09 06:24:59
635,964.32,2023-01-09 07:35:14
80,968.53,2023-01-09 01:45:14
960,319.79,2023-01-09 06:51:08
212,54.61,2023-01-09 05:17:57
622,962.58,2023-01-09 04:48:15
10051,219.86,2023-01-09 09:42:38
86,422.4,2023-01-09 03:25:52
10231,774.67,2023-01-09 04:06:54
914,863.21,2023-01-09 07:26:18
10145,1503.67,2023-01-09 02:10:41
10685,458.35,2023-01-09 02:49:40
91,843.34,2023-01-09 10:55:11
563,895.59,2023-01-09 01:37:43
10392,310.88,2023-01-09 06:16:20
81,57.68,2023-01-09 03:34:41
10675,466.03,2023-01-09 03:57:07
591,1472.7,2023-01-09 02:11:35
10088,1509.71,2023-01-09 01:09:49
458,695.08,2023-01-09 06:14:06
10423,606.5,2023-01-09 03:32:33
933,329.33,2023-01-09 04:50:39
400,235.21,2023-01-09 04:08:37
10199,171.9,2023-01-09 01:26:45
10550,223.11,2023-01-09 07:44:15
10055,283.8,2023-01-09 06:46:54
10363,1704.58,2023-01-09 03:46:52
76,564.2,2023-01-09 10:07:33
736,663.17,2023-01-09 07:42:36
101,174.87,2023-01-09 05:40:29
10444,307.65,2023-01-09 05:59:15
166,428.44,2023-01-09 04:04:28
843,9.85,2023-01-09 06:14:29
625,1139.5,2023-01-09 04:31:42
10751,226.77,2023-01-09 06:50:24
782,208.75,2023-01-09 02:33:29
10164,305.57,2023-01-09 03:54:45
10495,753.8,2023-01-09 03:55:09
823,969.26,2023-01-09 05:21:51
169,1248.49,2023-01-09 05:14:44
10517,430.76,2023-01-09 00:09:22
579,423.71,2023-01-09 02:27:06
345,286.93,2023-01-09 05:02:01
199,1035.72,2023-01-09 06:59:01
10106,562.95,2023-01-09 05:31:10
10498,224.13,2023-01-09 07:20:44
10152,1088.15,2023-01-09 05:53:34
10655,894.21,2023-01-09 01:28:47
479,1607.72,2023-01-09 05:52:24
57,453.63,2023-01-09 07:38:23
10796,173.72,2023-01-09 01:23:26
10337,1693.37,2023-01-09 03:03:35
10163,456.39,2023-01-09 03:15:38
10108,755.14,2023-01-09 04:44:56
811,285.51,2023-01-09 07:11:31
10162,517.98,2023-01-09 07:03:17
10150,10.83,2023-01-09 04:17:25
10789,319.55,2023-01-09 02:34:42
10375,781.44,2023-01-09 08:21:07
10095,35.57,2023-01-09 04:44:02
10010,730.54,2023-01-09 02:25:12
686,2162.22,2023-01-09 07:55:39
10225,956.14,2023-01-09 01:42:19
160,961.8,2023-01-09 04:23:25
10184,1614.53,2023-01-10 04:55:27
891,187.62,2023-01-10 01:38:06
119,97.6,2023-01-10 04:59:53
649,156.66,2023-01-10 02:05:31
10600,967.02,2023-01-10 04:41:14
716,611.16,2023-01-10 02:28:39
10646,648.98,2023-01-10 04:02:34
493,586.46,2023-01-10 08:43:43
586,1899.25,2023-01-10 03:23:35
10571,603.58,2023-01-10 06:31:35
10900,669.13,2023-01-10 12:11:39
10775,514.17,2023-01-10 03:46:24
10637,1155.08,2023-01-10 03:23:57
10860,130.58,2023-01-10 02:16:59
10221,574.41,2023-01-10 06:51:54
10294,63.14,2023-01-10 05:00:30
10266,1830.29,2023-01-10 05:08:05
10697,191.63,2023-01-10 01:51:53
542,476.05,2023-01-10 04:46:02
10868,464.84,2023-01-10 01:12:50
10174,312.04,2023-01-10 02:42:03
179,556.43,2023-01-10 06:54:59
10799,446.76,2023-01-10 06:08:03
157,405.42,2023-01-10 05:36:49
10673,308.8,2023-01-10 04:45:21
425,266.07,2023-01-10 06:58:32
469,910.62,2023-01-10 03:35:23
632,1135.13,2023-01-10 10:12:07
212,106.24,2023-01-10 02:23:48
10428,437.4,2023-01-10 08:10:46
10097,669.76,2023-01-10 07:02:10
603,796.2,2023-01-10 02:56:28
68,2065.48,2023-01-10 06:14:14
128,90.96,2023-01-10 02:32:15
114,28.76,2023-01-10 04:40:48
111,459.79,2023-01-10 02:04:15
196,206.29,2023-01-10 04:19:23
408,933.72,2023-01-10 03:52:53
71,401.33,2023-01-10 04:26:29
852,102.48,2023-01-10 04:15:29
10299,1892.87,2023-01-10 05:15:45
188,1693.05,2023-01-10 03:36:21
243,260.52,2023-01-10 06:32:31
12,208.62,2023-01-10 03:57:26
10883,354.74,2023-01-10 05:24:20
10344,399.54,2023-01-10 07:01:21
310,1840.13,2023-01-10 04:36:49
43,878.26,2023-01-10 04:49:03
446,651.15,2023-01-10 08:05:49
979,440.74,2023-01-10 02:29:26
10315,1762.59,2023-01-10 05:00:50
811,428.79,2023-01-10 03:28:55
734,454.72,2023-01-10 03:33:12
10895,459.87,2023-01-10 02:57:57
10794,854.82,2023-01-10 06:43:56
10739,473.96,2023-01-10 03:25:33
10014,1428.86,2023-01-10 02:16:01
495,705.3,2023-01-10 03:11:02
10898,710.99,2023-01-10 04:46:22
10713,468.61,2023-01-10 06:48:27
10018,2417.19,2023-01-10 06:25:14
10851,590.22,2023-01-10 02:45:24
452,1626.74,2023-01-10 05:57:11
534,1815.6,2023-01-10 03:41:16
10178,886.83,2023-01-10 07:41:18
10069,123.14,2023-01-10 03:27:40
897,854.47,2023-01-10 04:32:43
10441,585.32,2023-01-10 04:42:43
10384,536.54,2023-01-10 03:24:24
912,630.49,2023-01-10 01:09:08
874,1328.95,2023-01-10 02:25:52
813,966.99,2023-01-10 03:09:13
10579,1407.88,2023-01-10 04:23:47
149,831.02,2023-01-10 04:49:07
369,649.33,2023-01-10 09:47:51
817,1058.05,2023-01-10 03:34:58
10642,763.28,2023-01-10 04:06:07
10429,441.97,2023-01-10 05:58:30
102,1714.12,2023-01-10 03:11:14
20,974.55,2023-01-10 01:39:13
10132,2185.35,2023-01-10 05:35:54
10887,256.15,2023-01-10 01:19:31
758,585.61,2023-01-10 05:31:29
10435,119.93,2023-01-10 01:58:43
10894,1158.87,2023-01-11 04:01:29
566,905.14,2023-01-11 03:34:57
10812,931.59,2023-01-11 03:26:33
10181,585.99,2023-01-11 02:35:08
543,583.31,2023-01-11 04:44:07
750,333.12,2023-01-11 06:09:20
594,1641.12,2023-01-11 02:20:52
10947,469.77,2023-01-11 07:16:59
10415,604.39,2023-01-11 09:28:36
10626,366.05,2023-01-11 04:18:50
10486,677.0,2023-01-11 03:46:16
652,548.98,2023-01-11 02:46:50
231,275.95,2023-01-11 06:06:38
10495,395.48,2023-01-11 06:10:27
10361,1191.5,2023-01-11 02:05:57
863,427.28,2023-01-11 03:10:34
10638,510.31,2023-01-11 02:12:51
10619,803.78,2023-01-11 05:59:48
10519,2234.21,2023-01-11 06:33:21
809,874.19,2023-01-11 07:03:43
712,969.15,2023-01-11 01:29:15
10023,789.65,2023-01-11 01:28:34
10231,28.57,2023-01-11 04:33:29
158,943.57,2023-01-11 01:37:17
10061,829.23,2023-01-11 06:07:18
10376,809.43,2023-01-11 03:26:23
114,8.94,2023-01-11 02:36:46
10492,434.1,2023-01-11 06:50:58
